Algo,Weight,Country,Outcome,Group,Rep,Fold,Predictor_Set,Min_Obs
SL.glmnet_All,0.5585707570977653,USA,top10,all,1,1,predictors010,3
SL.ranger.fast_All,0.23795514869105072,USA,top10,all,1,1,predictors010,3
SL.xgboost.fast_All,0.20347409421118395,USA,top10,all,1,1,predictors010,3
SL.glmnet_All,0.746270079225593,USA,top10,all,1,2,predictors010,3
SL.ranger.fast_All,0.054884917553891806,USA,top10,all,1,2,predictors010,3
SL.xgboost.fast_All,0.19884500322051524,USA,top10,all,1,2,predictors010,3
SL.glmnet_All,0.5855129146743064,USA,top10,all,1,3,predictors010,3
SL.ranger.fast_All,0.22568790632476038,USA,top10,all,1,3,predictors010,3
SL.xgboost.fast_All,0.18879917900093318,USA,top10,all,1,3,predictors010,3
SL.glmnet_All,0.6289949646057672,USA,top10,all,1,4,predictors010,3
SL.ranger.fast_All,0.2366003951276534,USA,top10,all,1,4,predictors010,3
SL.xgboost.fast_All,0.13440464026657944,USA,top10,all,1,4,predictors010,3
SL.glmnet_All,0.8039538635362808,USA,top10,all,1,5,predictors010,3
SL.ranger.fast_All,0.03997643166199623,USA,top10,all,1,5,predictors010,3
SL.xgboost.fast_All,0.15606970480172291,USA,top10,all,1,5,predictors010,3
SL.glmnet_All,0.8973051869276959,USA,top10,all,2,1,predictors010,3
SL.ranger.fast_All,0.002959249554800517,USA,top10,all,2,1,predictors010,3
SL.xgboost.fast_All,0.09973556351750361,USA,top10,all,2,1,predictors010,3
SL.glmnet_All,0.7905638008794369,USA,top10,all,2,2,predictors010,3
SL.ranger.fast_All,0.03489806631113943,USA,top10,all,2,2,predictors010,3
SL.xgboost.fast_All,0.17453813280942362,USA,top10,all,2,2,predictors010,3
SL.glmnet_All,0.6234870019959464,USA,top10,all,2,3,predictors010,3
SL.ranger.fast_All,0.16648940814177324,USA,top10,all,2,3,predictors010,3
SL.xgboost.fast_All,0.2100235898622803,USA,top10,all,2,3,predictors010,3
SL.glmnet_All,0.8437584115878889,USA,top10,all,2,4,predictors010,3
SL.ranger.fast_All,0,USA,top10,all,2,4,predictors010,3
SL.xgboost.fast_All,0.15624158841211122,USA,top10,all,2,4,predictors010,3
SL.glmnet_All,0.6736134293552747,USA,top10,all,2,5,predictors010,3
SL.ranger.fast_All,0.20704510925088881,USA,top10,all,2,5,predictors010,3
SL.xgboost.fast_All,0.11934146139383646,USA,top10,all,2,5,predictors010,3
SL.glmnet_All,0.8850902293528397,USA,top10,all,3,1,predictors010,3
SL.ranger.fast_All,0,USA,top10,all,3,1,predictors010,3
SL.xgboost.fast_All,0.1149097706471604,USA,top10,all,3,1,predictors010,3
SL.glmnet_All,0.7992969500818375,USA,top10,all,3,2,predictors010,3
SL.ranger.fast_All,0.023027815982575157,USA,top10,all,3,2,predictors010,3
SL.xgboost.fast_All,0.17767523393558735,USA,top10,all,3,2,predictors010,3
SL.glmnet_All,0.7991413695440405,USA,top10,all,3,3,predictors010,3
SL.ranger.fast_All,0.10871315438323183,USA,top10,all,3,3,predictors010,3
SL.xgboost.fast_All,0.09214547607272773,USA,top10,all,3,3,predictors010,3
SL.glmnet_All,0.782534602063364,USA,top10,all,3,4,predictors010,3
SL.ranger.fast_All,0.05063686668803726,USA,top10,all,3,4,predictors010,3
SL.xgboost.fast_All,0.16682853124859873,USA,top10,all,3,4,predictors010,3
SL.glmnet_All,0.743477219799837,USA,top10,all,3,5,predictors010,3
SL.ranger.fast_All,0.025977447662913593,USA,top10,all,3,5,predictors010,3
SL.xgboost.fast_All,0.23054533253724938,USA,top10,all,3,5,predictors010,3
SL.glmnet_All,0.9126526592766052,GERMANY,top10,all,1,1,predictors010,3
SL.ranger.fast_All,0.0873473407233948,GERMANY,top10,all,1,1,predictors010,3
SL.xgboost.fast_All,0,GERMANY,top10,all,1,1,predictors010,3
SL.glmnet_All,0.8226326988076493,GERMANY,top10,all,1,2,predictors010,3
SL.ranger.fast_All,0.1108752527564963,GERMANY,top10,all,1,2,predictors010,3
SL.xgboost.fast_All,0.06649204843585434,GERMANY,top10,all,1,2,predictors010,3
SL.glmnet_All,0.5760100080846179,GERMANY,top10,all,1,3,predictors010,3
SL.ranger.fast_All,0.3343233471773027,GERMANY,top10,all,1,3,predictors010,3
SL.xgboost.fast_All,0.08966664473807939,GERMANY,top10,all,1,3,predictors010,3
SL.glmnet_All,0.48908400717689887,GERMANY,top10,all,1,4,predictors010,3
SL.ranger.fast_All,0.3064616987058523,GERMANY,top10,all,1,4,predictors010,3
SL.xgboost.fast_All,0.20445429411724875,GERMANY,top10,all,1,4,predictors010,3
SL.glmnet_All,0.7418638269340232,GERMANY,top10,all,1,5,predictors010,3
SL.ranger.fast_All,0.02456814664198833,GERMANY,top10,all,1,5,predictors010,3
SL.xgboost.fast_All,0.23356802642398838,GERMANY,top10,all,1,5,predictors010,3
SL.glmnet_All,0.6963535039186611,GERMANY,top10,all,2,1,predictors010,3
SL.ranger.fast_All,0.14920713566322633,GERMANY,top10,all,2,1,predictors010,3
SL.xgboost.fast_All,0.15443936041811263,GERMANY,top10,all,2,1,predictors010,3
SL.glmnet_All,0.5642066296641216,GERMANY,top10,all,2,2,predictors010,3
SL.ranger.fast_All,0.28747740264312677,GERMANY,top10,all,2,2,predictors010,3
SL.xgboost.fast_All,0.1483159676927518,GERMANY,top10,all,2,2,predictors010,3
SL.glmnet_All,0.5573381393582932,GERMANY,top10,all,2,3,predictors010,3
SL.ranger.fast_All,0.33954665754734253,GERMANY,top10,all,2,3,predictors010,3
SL.xgboost.fast_All,0.10311520309436423,GERMANY,top10,all,2,3,predictors010,3
