Country,Outcome,Group,Predictor_Set,Min_Obs,Sample_Size,SuperLearner
AUSTRALIA,education,all,predictors017,3,1895,0.202
GERMANY,education,all,predictors017,3,1859,0.251
KOREA,education,all,predictors017,3,1273,0.114
USA,education,all,predictors017,3,10496,0.32
