Algo,Weight,Country,Outcome,Group,Rep,Fold,Predictor_Set,Min_Obs
SL.glmnet_All,0.3840960868242501,USA,poverty,all,1,1,predictors017,3
SL.ranger.fast_All,0.5369414166010132,USA,poverty,all,1,1,predictors017,3
SL.xgboost.fast_All,0.07896249657473668,USA,poverty,all,1,1,predictors017,3
SL.glmnet_All,0.42007015935931435,USA,poverty,all,1,2,predictors017,3
SL.ranger.fast_All,0.4611006778291168,USA,poverty,all,1,2,predictors017,3
SL.xgboost.fast_All,0.11882916281156902,USA,poverty,all,1,2,predictors017,3
SL.glmnet_All,0.4801152013181039,USA,poverty,all,1,3,predictors017,3
SL.ranger.fast_All,0.45083691036400353,USA,poverty,all,1,3,predictors017,3
SL.xgboost.fast_All,0.0690478883178925,USA,poverty,all,1,3,predictors017,3
SL.glmnet_All,0.4029921965609594,USA,poverty,all,1,4,predictors017,3
SL.ranger.fast_All,0.49376718935697217,USA,poverty,all,1,4,predictors017,3
SL.xgboost.fast_All,0.10324061408206832,USA,poverty,all,1,4,predictors017,3
SL.glmnet_All,0.40469823699124796,USA,poverty,all,1,5,predictors017,3
SL.ranger.fast_All,0.5186862610462344,USA,poverty,all,1,5,predictors017,3
SL.xgboost.fast_All,0.07661550196251758,USA,poverty,all,1,5,predictors017,3
SL.glmnet_All,0.432820823007659,USA,poverty,all,2,1,predictors017,3
SL.ranger.fast_All,0.46150165418114436,USA,poverty,all,2,1,predictors017,3
SL.xgboost.fast_All,0.10567752281119665,USA,poverty,all,2,1,predictors017,3
SL.glmnet_All,0.44338466246583436,USA,poverty,all,2,2,predictors017,3
SL.ranger.fast_All,0.4317700365160067,USA,poverty,all,2,2,predictors017,3
SL.xgboost.fast_All,0.12484530101815901,USA,poverty,all,2,2,predictors017,3
SL.glmnet_All,0.4738665936521037,USA,poverty,all,2,3,predictors017,3
SL.ranger.fast_All,0.453708137153329,USA,poverty,all,2,3,predictors017,3
SL.xgboost.fast_All,0.07242526919456725,USA,poverty,all,2,3,predictors017,3
SL.glmnet_All,0.4159782009059185,USA,poverty,all,2,4,predictors017,3
SL.ranger.fast_All,0.5141647760864151,USA,poverty,all,2,4,predictors017,3
SL.xgboost.fast_All,0.06985702300766634,USA,poverty,all,2,4,predictors017,3
SL.glmnet_All,0.3415687405801517,USA,poverty,all,2,5,predictors017,3
SL.ranger.fast_All,0.6239712480629701,USA,poverty,all,2,5,predictors017,3
SL.xgboost.fast_All,0.034460011356878116,USA,poverty,all,2,5,predictors017,3
SL.glmnet_All,0.37567982393118576,USA,poverty,all,3,1,predictors017,3
SL.ranger.fast_All,0.5400578639068636,USA,poverty,all,3,1,predictors017,3
SL.xgboost.fast_All,0.08426231216195068,USA,poverty,all,3,1,predictors017,3
SL.glmnet_All,0.32652821321923875,USA,poverty,all,3,2,predictors017,3
SL.ranger.fast_All,0.5860076628528479,USA,poverty,all,3,2,predictors017,3
SL.xgboost.fast_All,0.08746412392791317,USA,poverty,all,3,2,predictors017,3
SL.glmnet_All,0.41459931063149635,USA,poverty,all,3,3,predictors017,3
SL.ranger.fast_All,0.4790083916928069,USA,poverty,all,3,3,predictors017,3
SL.xgboost.fast_All,0.10639229767569669,USA,poverty,all,3,3,predictors017,3
SL.glmnet_All,0.44125550308890693,USA,poverty,all,3,4,predictors017,3
SL.ranger.fast_All,0.5383489898684118,USA,poverty,all,3,4,predictors017,3
SL.xgboost.fast_All,0.020395507042681376,USA,poverty,all,3,4,predictors017,3
SL.glmnet_All,0.364980983799761,USA,poverty,all,3,5,predictors017,3
SL.ranger.fast_All,0.5024510958069246,USA,poverty,all,3,5,predictors017,3
SL.xgboost.fast_All,0.1325679203933145,USA,poverty,all,3,5,predictors017,3
SL.glmnet_All,0.8759028329614836,GERMANY,poverty,all,1,1,predictors017,3
SL.ranger.fast_All,0.12409716703851638,GERMANY,poverty,all,1,1,predictors017,3
SL.xgboost.fast_All,0,GERMANY,poverty,all,1,1,predictors017,3
SL.glmnet_All,0.6814869047412382,GERMANY,poverty,all,1,2,predictors017,3
SL.ranger.fast_All,0.28640211460417325,GERMANY,poverty,all,1,2,predictors017,3
SL.xgboost.fast_All,0.03211098065458843,GERMANY,poverty,all,1,2,predictors017,3
SL.glmnet_All,0.7614860976095658,GERMANY,poverty,all,1,3,predictors017,3
SL.ranger.fast_All,0.22027123289330697,GERMANY,poverty,all,1,3,predictors017,3
SL.xgboost.fast_All,0.01824266949712717,GERMANY,poverty,all,1,3,predictors017,3
SL.glmnet_All,0.5082682852755018,GERMANY,poverty,all,1,4,predictors017,3
SL.ranger.fast_All,0.4573639500457485,GERMANY,poverty,all,1,4,predictors017,3
SL.xgboost.fast_All,0.03436776467874972,GERMANY,poverty,all,1,4,predictors017,3
SL.glmnet_All,0.670708874124654,GERMANY,poverty,all,1,5,predictors017,3
SL.ranger.fast_All,0.3229558432148,GERMANY,poverty,all,1,5,predictors017,3
SL.xgboost.fast_All,0.00633528266054614,GERMANY,poverty,all,1,5,predictors017,3
SL.glmnet_All,0.5815274335101553,GERMANY,poverty,all,2,1,predictors017,3
SL.ranger.fast_All,0.37266195710218003,GERMANY,poverty,all,2,1,predictors017,3
