Algo,Weight,Country,Outcome,Group,Rep,Fold,Predictor_Set,Min_Obs
SL.ranger.fast_All,0.4848758728783648,AUSTRALIA,poverty,all,3,1,predictors017,1
SL.xgboost.fast_All,0.03241647792187843,AUSTRALIA,poverty,all,3,1,predictors017,1
SL.glmnet_All,0.3032975811464779,AUSTRALIA,poverty,all,3,2,predictors017,1
SL.ranger.fast_All,0.5816414699865975,AUSTRALIA,poverty,all,3,2,predictors017,1
SL.xgboost.fast_All,0.11506094886692453,AUSTRALIA,poverty,all,3,2,predictors017,1
SL.glmnet_All,0.5675334996469497,AUSTRALIA,poverty,all,3,3,predictors017,1
SL.ranger.fast_All,0.4188329279134009,AUSTRALIA,poverty,all,3,3,predictors017,1
SL.xgboost.fast_All,0.013633572439649477,AUSTRALIA,poverty,all,3,3,predictors017,1
SL.glmnet_All,0.3823128410799299,AUSTRALIA,poverty,all,3,4,predictors017,1
SL.ranger.fast_All,0.5097275982332057,AUSTRALIA,poverty,all,3,4,predictors017,1
SL.xgboost.fast_All,0.10795956068686434,AUSTRALIA,poverty,all,3,4,predictors017,1
SL.glmnet_All,0.25765856038927076,AUSTRALIA,poverty,all,3,5,predictors017,1
SL.ranger.fast_All,0.726139382184421,AUSTRALIA,poverty,all,3,5,predictors017,1
SL.xgboost.fast_All,0.016202057426308217,AUSTRALIA,poverty,all,3,5,predictors017,1
SL.glmnet_All,0.21379618478709567,KOREA,poverty,all,1,1,predictors017,1
SL.ranger.fast_All,0.7862038152129044,KOREA,poverty,all,1,1,predictors017,1
SL.xgboost.fast_All,0,KOREA,poverty,all,1,1,predictors017,1
SL.glmnet_All,0.11485545629211899,KOREA,poverty,all,1,2,predictors017,1
SL.ranger.fast_All,0.8851445437078811,KOREA,poverty,all,1,2,predictors017,1
SL.xgboost.fast_All,0,KOREA,poverty,all,1,2,predictors017,1
SL.glmnet_All,0.175353700798879,KOREA,poverty,all,1,3,predictors017,1
SL.ranger.fast_All,0.814447504520565,KOREA,poverty,all,1,3,predictors017,1
SL.xgboost.fast_All,0.01019879468055603,KOREA,poverty,all,1,3,predictors017,1
SL.glmnet_All,0.040434478477288836,KOREA,poverty,all,1,4,predictors017,1
SL.ranger.fast_All,0.9595655215227111,KOREA,poverty,all,1,4,predictors017,1
SL.xgboost.fast_All,0,KOREA,poverty,all,1,4,predictors017,1
SL.glmnet_All,0.15250917957961413,KOREA,poverty,all,1,5,predictors017,1
