Algo,Weight,Country,Outcome,Group,Rep,Fold,Predictor_Set,Min_Obs
SL.glmnet_All,0.5306483518613894,USA,top10,all,1,1,predictors017,1
SL.ranger.fast_All,0.2918108095770818,USA,top10,all,1,1,predictors017,1
SL.xgboost.fast_All,0.177540838561529,USA,top10,all,1,1,predictors017,1
SL.glmnet_All,0.622917588032175,USA,top10,all,1,2,predictors017,1
SL.ranger.fast_All,0.19905081693404114,USA,top10,all,1,2,predictors017,1
SL.xgboost.fast_All,0.17803159503378393,USA,top10,all,1,2,predictors017,1
SL.glmnet_All,0.5971275391576224,USA,top10,all,1,3,predictors017,1
SL.ranger.fast_All,0.20996004605646815,USA,top10,all,1,3,predictors017,1
SL.xgboost.fast_All,0.1929124147859095,USA,top10,all,1,3,predictors017,1
SL.glmnet_All,0.605328538344795,USA,top10,all,1,4,predictors017,1
SL.ranger.fast_All,0.25444629131287316,USA,top10,all,1,4,predictors017,1
SL.xgboost.fast_All,0.14022517034233187,USA,top10,all,1,4,predictors017,1
SL.glmnet_All,0.5945229912554588,USA,top10,all,1,5,predictors017,1
SL.ranger.fast_All,0.1871001651539175,USA,top10,all,1,5,predictors017,1
SL.xgboost.fast_All,0.2183768435906238,USA,top10,all,1,5,predictors017,1
SL.glmnet_All,0.6305306390963911,USA,top10,all,2,1,predictors017,1
SL.ranger.fast_All,0.2587054118311004,USA,top10,all,2,1,predictors017,1
SL.xgboost.fast_All,0.11076394907250851,USA,top10,all,2,1,predictors017,1
SL.glmnet_All,0.6090285933637122,USA,top10,all,2,2,predictors017,1
SL.ranger.fast_All,0.20027859417280358,USA,top10,all,2,2,predictors017,1
SL.xgboost.fast_All,0.1906928124634842,USA,top10,all,2,2,predictors017,1
SL.glmnet_All,0.5074044575570223,USA,top10,all,2,3,predictors017,1
SL.ranger.fast_All,0.29099292584184855,USA,top10,all,2,3,predictors017,1
SL.xgboost.fast_All,0.201602616601129,USA,top10,all,2,3,predictors017,1
SL.glmnet_All,0.4204575301311212,USA,top10,all,2,4,predictors017,1
SL.ranger.fast_All,0.36133927681834505,USA,top10,all,2,4,predictors017,1
SL.xgboost.fast_All,0.2182031930505339,USA,top10,all,2,4,predictors017,1
SL.glmnet_All,0.6152684290838409,USA,top10,all,2,5,predictors017,1
SL.ranger.fast_All,0.24134580348432141,USA,top10,all,2,5,predictors017,1
SL.xgboost.fast_All,0.14338576743183776,USA,top10,all,2,5,predictors017,1
SL.glmnet_All,0.6651302714969934,USA,top10,all,3,1,predictors017,1
