Algo,Weight,Country,Outcome,Group,Rep,Fold,Predictor_Set,Min_Obs
SL.glmnet_All,0.6218959913078416,USA,top20,childtop20,1,1,predictors010,1
SL.ranger.fast_All,0.3237365665980089,USA,top20,childtop20,1,1,predictors010,1
SL.xgboost.fast_All,0.05436744209414961,USA,top20,childtop20,1,1,predictors010,1
SL.glmnet_All,0.7023865583729171,USA,top20,childtop20,1,2,predictors010,1
SL.ranger.fast_All,0.2785963131177803,USA,top20,childtop20,1,2,predictors010,1
SL.xgboost.fast_All,0.019017128509302518,USA,top20,childtop20,1,2,predictors010,1
SL.glmnet_All,0.6417694132999603,USA,top20,childtop20,1,3,predictors010,1
SL.ranger.fast_All,0.19526771107023444,USA,top20,childtop20,1,3,predictors010,1
SL.xgboost.fast_All,0.16296287562980524,USA,top20,childtop20,1,3,predictors010,1
SL.glmnet_All,0.39957886691453226,USA,top20,childtop20,1,4,predictors010,1
SL.ranger.fast_All,0.5303225868501807,USA,top20,childtop20,1,4,predictors010,1
SL.xgboost.fast_All,0.07009854623528697,USA,top20,childtop20,1,4,predictors010,1
SL.glmnet_All,0.8009860110404899,USA,top20,childtop20,1,5,predictors010,1
SL.ranger.fast_All,0.1237247540112993,USA,top20,childtop20,1,5,predictors010,1
SL.xgboost.fast_All,0.07528923494821083,USA,top20,childtop20,1,5,predictors010,1
SL.glmnet_All,0.5805424450056607,USA,top20,childtop20,2,1,predictors010,1
SL.ranger.fast_All,0.2821337212179584,USA,top20,childtop20,2,1,predictors010,1
SL.xgboost.fast_All,0.13732383377638097,USA,top20,childtop20,2,1,predictors010,1
SL.glmnet_All,0.646705308616368,USA,top20,childtop20,2,2,predictors010,1
SL.ranger.fast_All,0.2952392083539184,USA,top20,childtop20,2,2,predictors010,1
SL.xgboost.fast_All,0.05805548302971369,USA,top20,childtop20,2,2,predictors010,1
SL.glmnet_All,0.7339026294055145,USA,top20,childtop20,2,3,predictors010,1
