Algo,Weight,Country,Outcome,Group,Rep,Fold,Predictor_Set,Min_Obs
SL.glmnet_All,0.49031194404686296,USA,poverty,childbottom20,1,1,predictors010,1
SL.ranger.fast_All,0.40401820243853925,USA,poverty,childbottom20,1,1,predictors010,1
SL.xgboost.fast_All,0.10566985351459778,USA,poverty,childbottom20,1,1,predictors010,1
SL.glmnet_All,0.2654971422768939,USA,poverty,childbottom20,1,2,predictors010,1
SL.ranger.fast_All,0.7208543557621997,USA,poverty,childbottom20,1,2,predictors010,1
SL.xgboost.fast_All,0.013648501960906482,USA,poverty,childbottom20,1,2,predictors010,1
SL.glmnet_All,0.4574759757344081,USA,poverty,childbottom20,1,3,predictors010,1
SL.ranger.fast_All,0.5284344337081942,USA,poverty,childbottom20,1,3,predictors010,1
SL.xgboost.fast_All,0.014089590557397518,USA,poverty,childbottom20,1,3,predictors010,1
SL.glmnet_All,0.5000727082023202,USA,poverty,childbottom20,1,4,predictors010,1
SL.ranger.fast_All,0.4564723661513208,USA,poverty,childbottom20,1,4,predictors010,1
SL.xgboost.fast_All,0.04345492564635893,USA,poverty,childbottom20,1,4,predictors010,1
SL.glmnet_All,0.2946340946695343,USA,poverty,childbottom20,1,5,predictors010,1
SL.ranger.fast_All,0.7053659053304658,USA,poverty,childbottom20,1,5,predictors010,1
SL.xgboost.fast_All,0,USA,poverty,childbottom20,1,5,predictors010,1
SL.glmnet_All,0.4980378514058158,USA,poverty,childbottom20,2,1,predictors010,1
SL.ranger.fast_All,0.4489368861621034,USA,poverty,childbottom20,2,1,predictors010,1
SL.xgboost.fast_All,0.0530252624320807,USA,poverty,childbottom20,2,1,predictors010,1
SL.glmnet_All,0.39838050282586557,USA,poverty,childbottom20,2,2,predictors010,1
SL.ranger.fast_All,0.5308492020201196,USA,poverty,childbottom20,2,2,predictors010,1
SL.xgboost.fast_All,0.07077029515401478,USA,poverty,childbottom20,2,2,predictors010,1
SL.glmnet_All,0.32900150283466445,USA,poverty,childbottom20,2,3,predictors010,1
SL.ranger.fast_All,0.6529929278520501,USA,poverty,childbottom20,2,3,predictors010,1
SL.xgboost.fast_All,0.01800556931328542,USA,poverty,childbottom20,2,3,predictors010,1
SL.glmnet_All,0.39640456083148257,USA,poverty,childbottom20,2,4,predictors010,1
SL.ranger.fast_All,0.5762341129423474,USA,poverty,childbottom20,2,4,predictors010,1
SL.xgboost.fast_All,0.027361326226170105,USA,poverty,childbottom20,2,4,predictors010,1
SL.glmnet_All,0.35288146029483825,USA,poverty,childbottom20,2,5,predictors010,1
SL.ranger.fast_All,0.6471185397051616,USA,poverty,childbottom20,2,5,predictors010,1
SL.xgboost.fast_All,0,USA,poverty,childbottom20,2,5,predictors010,1
SL.glmnet_All,0.40483693263314996,USA,poverty,childbottom20,3,1,predictors010,1
SL.ranger.fast_All,0.5900459226757617,USA,poverty,childbottom20,3,1,predictors010,1
SL.xgboost.fast_All,0.00511714469108827,USA,poverty,childbottom20,3,1,predictors010,1
SL.glmnet_All,0.3727184606503657,USA,poverty,childbottom20,3,2,predictors010,1
SL.ranger.fast_All,0.6022886026205102,USA,poverty,childbottom20,3,2,predictors010,1
SL.xgboost.fast_All,0.02499293672912411,USA,poverty,childbottom20,3,2,predictors010,1
SL.glmnet_All,0.2073101689947306,USA,poverty,childbottom20,3,3,predictors010,1
SL.ranger.fast_All,0.7701790650639505,USA,poverty,childbottom20,3,3,predictors010,1
SL.xgboost.fast_All,0.022510765941318883,USA,poverty,childbottom20,3,3,predictors010,1
SL.glmnet_All,0.1743344215451634,USA,poverty,childbottom20,3,4,predictors010,1
SL.ranger.fast_All,0.781969409624964,USA,poverty,childbottom20,3,4,predictors010,1
SL.xgboost.fast_All,0.04369616882987268,USA,poverty,childbottom20,3,4,predictors010,1
SL.glmnet_All,0.4869146403038396,USA,poverty,childbottom20,3,5,predictors010,1
SL.ranger.fast_All,0.5130853596961603,USA,poverty,childbottom20,3,5,predictors010,1
SL.xgboost.fast_All,0,USA,poverty,childbottom20,3,5,predictors010,1
SL.glmnet_All,0.6223075033788934,GERMANY,poverty,childbottom20,1,1,predictors010,1
SL.ranger.fast_All,0.37769249662110654,GERMANY,poverty,childbottom20,1,1,predictors010,1
SL.xgboost.fast_All,0,GERMANY,poverty,childbottom20,1,1,predictors010,1
SL.glmnet_All,0.27972639701796276,GERMANY,poverty,childbottom20,1,2,predictors010,1
SL.ranger.fast_All,0.6797663856627109,GERMANY,poverty,childbottom20,1,2,predictors010,1
SL.xgboost.fast_All,0.04050721731932651,GERMANY,poverty,childbottom20,1,2,predictors010,1
SL.glmnet_All,0.6362351701951393,GERMANY,poverty,childbottom20,1,3,predictors010,1
